x,y,area,tribe
2115.039978,2031.807022,earth_kingdom_1,earth
2115.039978,2017.496948,earth_kingdom_1,earth
2112.896271,2003.903275,earth_kingdom_1,earth
2105.033264,1992.195435,earth_kingdom_1,earth
2097.252655,1980.74646,earth_kingdom_1,earth
2093.807373,1967.173309,earth_kingdom_1,earth
2093.807373,1952.863388,earth_kingdom_1,earth
2095.66452,1939.849319,earth_kingdom_1,earth
2107.930908,1933.378372,earth_kingdom_1,earth
2118.735046,1925.69725,earth_kingdom_1,earth
2132.492828,1923.612595,earth_kingdom_1,earth
2145.917206,1921.008682,earth_kingdom_1,earth
2159.10965,1918.817749,earth_kingdom_1,earth
2173.214569,1917.367706,earth_kingdom_1,earth
2187.330627,1917.001419,earth_kingdom_1,earth
2201.212921,1914.876175,earth_kingdom_1,earth
2213.930511,1910.158463,earth_kingdom_1,earth
2221.203308,1901.615982,earth_kingdom_1,earth
2213.274536,1891.05423,earth_kingdom_1,earth
2204.280396,1880.329208,earth_kingdom_1,earth
2193.094635,1871.439438,earth_kingdom_1,earth
2182.418823,1862.581329,earth_kingdom_1,earth
2173.655548,1853.453979,earth_kingdom_1,earth
2166.942444,1841.329575,earth_kingdom_1,earth
2159.635162,1830.105209,earth_kingdom_1,earth
2146.244202,1826.192093,earth_kingdom_1,earth
2132.079468,1824.943085,earth_kingdom_1,earth
2117.940063,1823.694153,earth_kingdom_1,earth
2103.861847,1821.707382,earth_kingdom_1,earth
2089.887085,1820.043488,earth_kingdom_1,earth
2076.08429,1817.986908,earth_kingdom_1,earth
2062.651215,1814.604645,earth_kingdom_1,earth
2050.153809,1808.801575,earth_kingdom_1,earth
2041.350098,1798.96019,earth_kingdom_1,earth
2033.72467,1787.488098,earth_kingdom_1,earth
2023.139496,1778.497696,earth_kingdom_1,earth
2012.004395,1770.613632,earth_kingdom_1,earth
2001.141815,1761.785126,earth_kingdom_1,earth
1991.273193,1753.119583,earth_kingdom_1,earth
1982.509308,1742.073975,earth_kingdom_1,earth
1976.403198,1738.395462,earth_kingdom_1,earth
1975.153809,1752.525787,earth_kingdom_1,earth
1970.208435,1765.377655,earth_kingdom_1,earth
1966.40274,1778.682632,earth_kingdom_1,earth
1963.793335,1791.476593,earth_kingdom_1,earth
1950.085907,1794.943008,earth_kingdom_1,earth
1941.172333,1803.645325,earth_kingdom_1,earth
1936.855469,1816.74469,earth_kingdom_1,earth
1935.186768,1830.780945,earth_kingdom_1,earth
1932.597046,1844.522018,earth_kingdom_1,earth
1928.180237,1857.45491,earth_kingdom_1,earth
1928.767853,1871.494598,earth_kingdom_1,earth
1934.451752,1884.094009,earth_kingdom_1,earth
1945.362549,1892.581863,earth_kingdom_1,earth
1955.013885,1901.739349,earth_kingdom_1,earth
1960.869446,1914.413071,earth_kingdom_1,earth
1967.375488,1926.557693,earth_kingdom_1,earth
1973.73642,1939.195404,earth_kingdom_1,earth
1976.403198,1952.902527,earth_kingdom_1,earth
1976.403198,1967.212219,earth_kingdom_1,earth
1976.396179,1981.522675,earth_kingdom_1,earth
1974.078674,1995.226593,earth_kingdom_1,earth
1973.77182,2007.940903,earth_kingdom_1,earth
1985.242157,2015.666428,earth_kingdom_1,earth
1993.805695,2026.268845,earth_kingdom_1,earth
2003.18573,2036.57486,earth_kingdom_1,earth
2012.935944,2046.644211,earth_kingdom_1,earth
2017.525635,2059.367676,earth_kingdom_1,earth
2018.868561,2073.422241,earth_kingdom_1,earth
2021.758423,2086.598511,earth_kingdom_1,earth
2033.376007,2094.24263,earth_kingdom_1,earth
2041.239014,2104.583054,earth_kingdom_1,earth
2038.677216,2114.706573,earth_kingdom_1,earth
2026.976624,2107.897644,earth_kingdom_1,earth
2018.853912,2097.197647,earth_kingdom_1,earth
2009.223328,2087.15271,earth_kingdom_1,earth
1998.459015,2078.126297,earth_kingdom_1,earth
1989.68689,2067.380753,earth_kingdom_1,earth
1985.385895,2054.018021,earth_kingdom_1,earth
1982.078247,2040.372849,earth_kingdom_1,earth
1976.196747,2027.713699,earth_kingdom_1,earth
1966.714935,2019.579391,earth_kingdom_1,earth
1954.835815,2024.925537,earth_kingdom_1,earth
1946.394348,2035.094376,earth_kingdom_1,earth
1936.280365,2044.247131,earth_kingdom_1,earth
1926.781616,2054.831848,earth_kingdom_1,earth
1921.496124,2067.136917,earth_kingdom_1,earth
1911.269989,2074.744034,earth_kingdom_1,earth
1901.442413,2075.102615,earth_kingdom_1,earth
1901.464386,2060.794296,earth_kingdom_1,earth
1903.568573,2046.839676,earth_kingdom_1,earth
1911.654358,2035.699158,earth_kingdom_1,earth
1923.173218,2029.103394,earth_kingdom_1,earth
1933.076172,2020.195313,earth_kingdom_1,earth
1939.971924,2008.310776,earth_kingdom_1,earth
1946.160889,1995.420837,earth_kingdom_1,earth
1946.427612,1981.264038,earth_kingdom_1,earth
1946.427612,1966.952286,earth_kingdom_1,earth
1946.427612,1952.642822,earth_kingdom_1,earth
1946.427612,1938.33107,earth_kingdom_1,earth
1944.171143,1925.07309,earth_kingdom_1,earth
1940.072784,1911.644592,earth_kingdom_1,earth
1935.312042,1899.07692,earth_kingdom_1,earth
1926.444092,1888.661575,earth_kingdom_1,earth
1913.692474,1883.645172,earth_kingdom_1,earth
1900.188446,1882.39624,earth_kingdom_1,earth
1887.662659,1886.187973,earth_kingdom_1,earth
1874.793396,1891.540222,earth_kingdom_1,earth
1864.178467,1899.763412,earth_kingdom_1,earth
1852.529907,1907.491913,earth_kingdom_1,earth
1842.236481,1915.519638,earth_kingdom_1,earth
1830.566559,1923.599548,earth_kingdom_1,earth
1819.151306,1931.272125,earth_kingdom_1,earth
1808.974152,1940.987167,earth_kingdom_1,earth
1801.724548,1952.741852,earth_kingdom_1,earth
1793.659821,1960.881577,earth_kingdom_1,earth
1791.485138,1974.616013,earth_kingdom_1,earth
1791.554108,1988.922958,earth_kingdom_1,earth
1789.027252,2002.366257,earth_kingdom_1,earth
1781.865997,2014.124756,earth_kingdom_1,earth
1775.500641,2025.852585,earth_kingdom_1,earth
1762.662811,2030.029602,earth_kingdom_1,earth
1749.085999,2033.523941,earth_kingdom_1,earth
1734.805908,2033.522873,earth_kingdom_1,earth
1720.495605,2033.522873,earth_kingdom_1,earth
1706.18576,2033.522873,earth_kingdom_1,earth
1692.906342,2029.775925,earth_kingdom_1,earth
1680.06546,2032.257843,earth_kingdom_1,earth
1672.994537,2043.211136,earth_kingdom_1,earth
1671.651917,2057.020187,earth_kingdom_1,earth
1671.651917,2071.328659,earth_kingdom_1,earth
1671.651917,2085.636673,earth_kingdom_1,earth
1671.651917,2099.946442,earth_kingdom_1,earth
1671.651917,2114.255295,earth_kingdom_1,earth
1668.812103,2127.68219,earth_kingdom_1,earth
1659.153595,2129.673233,earth_kingdom_1,earth
1656.43631,2115.665741,earth_kingdom_1,earth
1655.884552,2101.437531,earth_kingdom_1,earth
1654.166107,2087.437897,earth_kingdom_1,earth
1651.668243,2073.626328,earth_kingdom_1,earth
1651.668243,2059.316406,earth_kingdom_1,earth
1651.668243,2045.007019,earth_kingdom_1,earth
1650.707703,2030.929871,earth_kingdom_1,earth
1647.114258,2017.68959,earth_kingdom_1,earth
1638.008423,2008.087769,earth_kingdom_1,earth
1623.955536,2007.294235,earth_kingdom_1,earth
1609.659882,2007.383804,earth_kingdom_1,earth
1595.752258,2004.903107,earth_kingdom_1,earth
1583.857727,1998.204956,earth_kingdom_1,earth
1571.643524,1990.970078,earth_kingdom_1,earth
1560.56778,1983.638763,earth_kingdom_1,earth
1551.749725,1973.416367,earth_kingdom_1,earth
1543.357086,1963.926163,earth_kingdom_1,earth
1530.72113,1966.648483,earth_kingdom_1,earth
1520.049133,1975.496979,earth_kingdom_1,earth
1511.412964,1981.551361,earth_kingdom_1,earth
1515.608673,1968.377914,earth_kingdom_1,earth
1522.894745,1956.412354,earth_kingdom_1,earth
1532.850494,1947.146988,earth_kingdom_1,earth
1539.259949,1935.72525,earth_kingdom_1,earth
1534.189606,1924.861526,earth_kingdom_1,earth
1525.045319,1932.508011,earth_kingdom_1,earth
1513.491211,1940.097809,earth_kingdom_1,earth
1500.736084,1946.443329,earth_kingdom_1,earth
1488.791962,1952.325745,earth_kingdom_1,earth
1489.155884,1943.03688,earth_kingdom_1,earth
1499.819794,1934.742966,earth_kingdom_1,earth
1509.619751,1925.964584,earth_kingdom_1,earth
1516.837921,1914.409256,earth_kingdom_1,earth
1518.027344,1900.308685,earth_kingdom_1,earth
1508.846741,1896.322098,earth_kingdom_1,earth
1497.18811,1903.826218,earth_kingdom_1,earth
1486.499329,1912.366333,earth_kingdom_1,earth
1475.231628,1920.425797,earth_kingdom_1,earth
1463.372192,1926.640549,earth_kingdom_1,earth
1450.582275,1925.511246,earth_kingdom_1,earth
1456.80481,1913.674469,earth_kingdom_1,earth
1467.13028,1904.401932,earth_kingdom_1,earth
1477.390747,1895.637131,earth_kingdom_1,earth
1486.209106,1885.011292,earth_kingdom_1,earth
1494.35791,1873.507233,earth_kingdom_1,earth
1501.465454,1861.505508,earth_kingdom_1,earth
1500.317383,1847.683258,earth_kingdom_1,earth
1488.424988,1840.20134,earth_kingdom_1,earth
1474.924622,1835.812302,earth_kingdom_1,earth
1460.934143,1833.685989,earth_kingdom_1,earth
1446.793518,1832.396774,earth_kingdom_1,earth
1434.263,1826.914063,earth_kingdom_1,earth
1420.950317,1822.918625,earth_kingdom_1,earth
1407.434998,1818.485489,earth_kingdom_1,earth
1393.807983,1814.951248,earth_kingdom_1,earth
1382.521973,1809.028244,earth_kingdom_1,earth
1370.151215,1802.401505,earth_kingdom_1,earth
1357.483826,1796.439819,earth_kingdom_1,earth
1346.414795,1799.01886,earth_kingdom_1,earth
1343.710938,1813.041077,earth_kingdom_1,earth
1339.46579,1825.607681,earth_kingdom_1,earth
1326.639252,1831.291428,earth_kingdom_1,earth
1318.091431,1841.998596,earth_kingdom_1,earth
1313.246918,1855.427246,earth_kingdom_1,earth
1310.187836,1868.911819,earth_kingdom_1,earth
1303.635254,1880.705414,earth_kingdom_1,earth
1301.086731,1894.522171,earth_kingdom_1,earth
1299.455566,1908.699417,earth_kingdom_1,earth
1294.774551,1921.533432,earth_kingdom_1,earth
1293.239975,1935.629883,earth_kingdom_1,earth
1293.210831,1949.938965,earth_kingdom_1,earth
1296.389999,1963.012161,earth_kingdom_1,earth
1308.632507,1970.016708,earth_kingdom_1,earth
1320.162659,1978.041992,earth_kingdom_1,earth
1330.616608,1987.151031,earth_kingdom_1,earth
1338.918915,1998.047104,earth_kingdom_1,earth
1350.50766,2005.567551,earth_kingdom_1,earth
1361.207428,2014.105911,earth_kingdom_1,earth
1371.727905,2023.162079,earth_kingdom_1,earth
1376.499786,2035.911865,earth_kingdom_1,earth
1385.501251,2044.139633,earth_kingdom_1,earth
1398.932495,2048.866119,earth_kingdom_1,earth
1411.144104,2055.430679,earth_kingdom_1,earth
1422.21817,2064.180069,earth_kingdom_1,earth
1434.488525,2070.372849,earth_kingdom_1,earth
1447.483826,2074.710312,earth_kingdom_1,earth
1460.561066,2079.918747,earth_kingdom_1,earth
1473.972015,2084.818268,earth_kingdom_1,earth
1487.858887,2088.016968,earth_kingdom_1,earth
1499.775543,2094.117432,earth_kingdom_1,earth
1509.08844,2104.31366,earth_kingdom_1,earth
1517.803955,2114.70192,earth_kingdom_1,earth
1526.794434,2125.129166,earth_kingdom_1,earth
1534.801636,2136.519318,earth_kingdom_1,earth
1539.658051,2149.060898,earth_kingdom_1,earth
1545.433197,2161.219788,earth_kingdom_1,earth
1548.002777,2175.116806,earth_kingdom_1,earth
1549.251862,2189.233856,earth_kingdom_1,earth
1551.625824,2203.193665,earth_kingdom_1,earth
1554.140472,2216.426773,earth_kingdom_1,earth
1556.930847,2230.323792,earth_kingdom_1,earth
1561.849976,2243.586197,earth_kingdom_1,earth
1565.588379,2256.088333,earth_kingdom_1,earth
1575.766602,2264.973831,earth_kingdom_1,earth
1587.24762,2272.597504,earth_kingdom_1,earth
1598.881683,2279.824371,earth_kingdom_1,earth
1612.736969,2282.521667,earth_kingdom_1,earth
1626.371307,2285.54451,earth_kingdom_1,earth
1638.99292,2291.579361,earth_kingdom_1,earth
1646.908722,2302.698898,earth_kingdom_1,earth
1639.59671,2305.625687,earth_kingdom_1,earth
1627.810059,2299.540787,earth_kingdom_1,earth
1614.85733,2294.559784,earth_kingdom_1,earth
1601.080627,2295.472641,earth_kingdom_1,earth
1599.210968,2308.794403,earth_kingdom_1,earth
1599.210968,2323.103333,earth_kingdom_1,earth
1589.219208,2319.272766,earth_kingdom_1,earth
1587.420654,2305.365448,earth_kingdom_1,earth
1581.506042,2293.023834,earth_kingdom_1,earth
1571.927338,2283.217316,earth_kingdom_1,earth
1561.817322,2273.931732,earth_kingdom_1,earth
1553.874664,2263.120117,earth_kingdom_1,earth
1544.938049,2252.405167,earth_kingdom_1,earth
1538.426819,2239.912796,earth_kingdom_1,earth
1532.02713,2227.911835,earth_kingdom_1,earth
1531.229248,2213.746567,earth_kingdom_1,earth
1530.51712,2199.683685,earth_kingdom_1,earth
1526.22406,2187.274094,earth_kingdom_1,earth
1514.843445,2194.821167,earth_kingdom_1,earth
1504.164124,2201.060104,earth_kingdom_1,earth
1492.08252,2207.810516,earth_kingdom_1,earth
1480.480499,2212.856903,earth_kingdom_1,earth
1472.758789,2224.401932,earth_kingdom_1,earth
1461.86676,2233.259888,earth_kingdom_1,earth
1454.855347,2245.135956,earth_kingdom_1,earth
1450.582275,2233.690262,earth_kingdom_1,earth
1457.657928,2222.316666,earth_kingdom_1,earth
1467.674561,2212.995911,earth_kingdom_1,earth
1476.048584,2202.827911,earth_kingdom_1,earth
1483.003235,2190.927887,earth_kingdom_1,earth
1493.759766,2183.296432,earth_kingdom_1,earth
1507.19101,2179.944305,earth_kingdom_1,earth
1519.391937,2173.358154,earth_kingdom_1,earth
1524.272156,2160.719528,earth_kingdom_1,earth
1522.785339,2146.626434,earth_kingdom_1,earth
1516.686707,2134.606018,earth_kingdom_1,earth
1504.441681,2129.494095,earth_kingdom_1,earth
1491.994476,2123.635254,earth_kingdom_1,earth
1481.260376,2116.15097,earth_kingdom_1,earth
1471.49704,2107.413559,earth_kingdom_1,earth
1458.476563,2102.850266,earth_kingdom_1,earth
1446.525574,2096.210403,earth_kingdom_1,earth
1435.301971,2089.626694,earth_kingdom_1,earth
1421.613922,2087.002945,earth_kingdom_1,earth
1408.280182,2084.731064,earth_kingdom_1,earth
1393.970337,2084.731064,earth_kingdom_1,earth
1380.592041,2082.637939,earth_kingdom_1,earth
1366.396484,2082.109375,earth_kingdom_1,earth
1352.505493,2079.514847,earth_kingdom_1,earth
1338.240814,2079.735107,earth_kingdom_1,earth
1323.937988,2079.861603,earth_kingdom_1,earth
1316.495819,2091.130219,earth_kingdom_1,earth
1311.813202,2104.062805,earth_kingdom_1,earth
1310.696564,2118.172379,earth_kingdom_1,earth
1310.740509,2132.471008,earth_kingdom_1,earth
1314.228668,2146.162567,earth_kingdom_1,earth
1321.223907,2156.990967,earth_kingdom_1,earth
1331.911469,2164.648132,earth_kingdom_1,earth
1709.121246,1958.583755,earth_kingdom_3,earth
1716.195374,1969.755478,earth_kingdom_3,earth
1727.654572,1976.029968,earth_kingdom_3,earth
1739.736328,1983.24173,earth_kingdom_3,earth
1746.53656,1974.64119,earth_kingdom_3,earth
1752.350311,1962.542038,earth_kingdom_3,earth
1761.878357,1952.438202,earth_kingdom_3,earth
1772.120514,1943.142776,earth_kingdom_3,earth
1782.161865,1933.90686,earth_kingdom_3,earth
1793.427429,1927.188416,earth_kingdom_3,earth
1806.757507,1925.437622,earth_kingdom_3,earth
1811.537781,1915.823364,earth_kingdom_3,earth
1800.468445,1909.076614,earth_kingdom_3,earth
1786.647034,1906.612015,earth_kingdom_3,earth
1775.94696,1899.686661,earth_kingdom_3,earth
1768.775177,1889.232941,earth_kingdom_3,earth
1759.860382,1882.395935,earth_kingdom_3,earth
1746.418915,1884.893875,earth_kingdom_3,earth
1734.821777,1889.283447,earth_kingdom_3,earth
1726.2854,1899.438019,earth_kingdom_3,earth
1717.505951,1910.123367,earth_kingdom_3,earth
1709.620972,1921.285324,earth_kingdom_3,earth
1704.463654,1934.275436,earth_kingdom_3,earth
1704.125366,1948.424454,earth_kingdom_3,earth
3181.027222,1696.496429,earth_kingdom_4,earth
3187.27478,1708.609238,earth_kingdom_4,earth
3187.28302,1720.950699,earth_kingdom_4,earth
3173.110657,1721.853333,earth_kingdom_4,earth
3164.90448,1710.391541,earth_kingdom_4,earth
3169.642334,1698.995514,earth_kingdom_4,earth
3183.526306,1665.258484,earth_kingdom_5,earth
3177.615356,1675.905151,earth_kingdom_5,earth
3168.262024,1676.370697,earth_kingdom_5,earth
3164.78363,1662.937317,earth_kingdom_5,earth
3164.78363,1648.651276,earth_kingdom_5,earth
3163.533936,1634.908295,earth_kingdom_5,earth
3171.60675,1627.77298,earth_kingdom_5,earth
3185.097046,1629.654388,earth_kingdom_5,earth
3193.798828,1640.703888,earth_kingdom_5,earth
3199.906921,1651.68869,earth_kingdom_5,earth
3198.399963,1665.306702,earth_kingdom_5,earth
3184.535828,1666.148529,earth_kingdom_5,earth
3097.809448,2248.782806,earth_kingdom_6,earth
3112.331543,2248.782806,earth_kingdom_6,earth
3126.853333,2248.782806,earth_kingdom_6,earth
3140.692444,2247.133789,earth_kingdom_6,earth
3149.874573,2236.702118,earth_kingdom_6,earth
3097.809448,2252.281494,earth_kingdom_6,earth
3111.818237,2253.531036,earth_kingdom_6,earth
3125.759888,2254.780502,earth_kingdom_6,earth
3139.983826,2254.780502,earth_kingdom_6,earth
3153.82843,2252.082138,earth_kingdom_6,earth
3163.295898,2243.673935,earth_kingdom_6,earth
3171.477356,2233.143692,earth_kingdom_6,earth
3172.780457,2219.160843,earth_kingdom_6,earth
3161.109924,2216.045532,earth_kingdom_6,earth
3149.211121,2221.043549,earth_kingdom_6,earth
3142.752075,2209.704132,earth_kingdom_6,earth
3131.253662,2202.200394,earth_kingdom_6,earth
3117.049866,2202.300797,earth_kingdom_6,earth
3107.805481,2207.897873,earth_kingdom_6,earth
3107.805481,2222.121964,earth_kingdom_6,earth
3098.188782,2227.291183,earth_kingdom_6,earth
3086.092529,2231.64772,earth_kingdom_6,earth
3091.747131,2242.285385,earth_kingdom_6,earth
3236.505737,1640.767975,earth_kingdom_10,earth
3222.580872,1639.517212,earth_kingdom_10,earth
3210.057983,1634.07135,earth_kingdom_10,earth
3200.37262,1624.629211,earth_kingdom_10,earth
3198.776245,1611.743011,earth_kingdom_10,earth
3211.356201,1605.847015,earth_kingdom_10,earth
3223.889465,1599.58313,earth_kingdom_10,earth
3237.339478,1601.050262,earth_kingdom_10,earth
3244.835205,1612.864532,earth_kingdom_10,earth
3246.498413,1626.650238,earth_kingdom_10,earth
3237.73468,1635.81604,earth_kingdom_10,earth
3451.422729,1734.481812,earth_kingdom_7,earth
3461.302795,1744.700928,earth_kingdom_7,earth
3471.537781,1754.814606,earth_kingdom_7,earth
3482.578125,1764.065323,earth_kingdom_7,earth
3494.507751,1771.97319,earth_kingdom_7,earth
3507.790833,1776.780624,earth_kingdom_7,earth
3522.19696,1776.965332,earth_kingdom_7,earth
3536.599121,1777.204056,earth_kingdom_7,earth
3547.281799,1769.641113,earth_kingdom_7,earth
3552.537842,1756.380768,earth_kingdom_7,earth
3552.263794,1742.839279,earth_kingdom_7,earth
3542.637329,1733.544998,earth_kingdom_7,earth
3547.737427,1720.314331,earth_kingdom_7,earth
3551.980591,1706.727448,earth_kingdom_7,earth
3559.415894,1694.995575,earth_kingdom_7,earth
3563.866882,1682.229919,earth_kingdom_7,earth
3561.554565,1669.045258,earth_kingdom_7,earth
3548.063049,1665.062408,earth_kingdom_7,earth
3535.189209,1659.624939,earth_kingdom_7,earth
3521.47644,1655.782776,earth_kingdom_7,earth
3507.221985,1654.519501,earth_kingdom_7,earth
3503.609009,1667.021179,earth_kingdom_7,earth
3495.685425,1675.754547,earth_kingdom_7,earth
3481.260986,1675.754547,earth_kingdom_7,earth
3466.872559,1675.974426,earth_kingdom_7,earth
3454.373169,1682.662811,earth_kingdom_7,earth
3452.672119,1696.283112,earth_kingdom_7,earth
3452.672119,1710.707474,earth_kingdom_7,earth
3452.861633,1725.021133,earth_kingdom_7,earth
1866.535645,1676.504211,earth_kingdom_2,earth
1873.707733,1687.752838,earth_kingdom_2,earth
1881.517487,1699.643707,earth_kingdom_2,earth
1890.242004,1710.440216,earth_kingdom_2,earth
1898.384705,1720.794601,earth_kingdom_2,earth
1912.44339,1721.486816,earth_kingdom_2,earth
1926.719513,1721.486816,earth_kingdom_2,earth
1940.995636,1721.486816,earth_kingdom_2,earth
1955.271759,1721.486816,earth_kingdom_2,earth
1969.031982,1723.264084,earth_kingdom_2,earth
1982.442017,1726.93367,earth_kingdom_2,earth
1992.983856,1736.500168,earth_kingdom_2,earth
2005.611115,1742.901535,earth_kingdom_2,earth
2017.097168,1751.257019,earth_kingdom_2,earth
2025.361633,1762.573853,earth_kingdom_2,earth
2034.266052,1773.153076,earth_kingdom_2,earth
2045.872803,1780.216751,earth_kingdom_2,earth
2058.230896,1786.962128,earth_kingdom_2,earth
2068.510437,1795.988083,earth_kingdom_2,earth
2080.764008,1802.678452,earth_kingdom_2,earth
2093.873901,1806.841278,earth_kingdom_2,earth
2106.960449,1811.248627,earth_kingdom_2,earth
2120.657196,1813.951035,earth_kingdom_2,earth
2134.933167,1813.951035,earth_kingdom_2,earth
2149.20929,1813.951035,earth_kingdom_2,earth
2162.302704,1817.483826,earth_kingdom_2,earth
2175.421295,1822.794037,earth_kingdom_2,earth
2187.509155,1830.131989,earth_kingdom_2,earth
2199.389648,1837.48291,earth_kingdom_2,earth
2209.941406,1846.281662,earth_kingdom_2,earth
2217.474213,1857.326202,earth_kingdom_2,earth
2224.920197,1869.069748,earth_kingdom_2,earth
2235.808105,1878.09967,earth_kingdom_2,earth
2248.597717,1883.982697,earth_kingdom_2,earth
2261.718445,1889.31778,earth_kingdom_2,earth
2275.6604,1892.055435,earth_kingdom_2,earth
2289.329681,1896.060028,earth_kingdom_2,earth
2303.527832,1896.419144,earth_kingdom_2,earth
2316.786041,1892.614441,earth_kingdom_2,earth
2326.203156,1882.859955,earth_kingdom_2,earth
2337.76001,1875.427551,earth_kingdom_2,earth
2350.726318,1870.025711,earth_kingdom_2,earth
2362.921295,1862.855759,earth_kingdom_2,earth
2373.233795,1853.358383,earth_kingdom_2,earth
2385.181885,1846.389008,earth_kingdom_2,earth
2399.076691,1843.779755,earth_kingdom_2,earth
2411.855927,1840.190887,earth_kingdom_2,earth
2426.131897,1840.190887,earth_kingdom_2,earth
2437.78183,1847.903366,earth_kingdom_2,earth
2448.442993,1857.168884,earth_kingdom_2,earth
2453.670044,1870.096207,earth_kingdom_2,earth
2456.491394,1883.075714,earth_kingdom_2,earth
2466.327515,1892.467194,earth_kingdom_2,earth
2478.951874,1895.07019,earth_kingdom_2,earth
2481.297913,1881.48613,earth_kingdom_2,earth
2492.306213,1877.924957,earth_kingdom_2,earth
2504.67926,1883.784332,earth_kingdom_2,earth
2516.165161,1892.072067,earth_kingdom_2,earth
